word_index	gloss
1629	to discuss; to talk over
1630	goods; merchandise
1631	sad; heartbroken
1632	to drop by; to visit
1633	slightly; a little
1634	a little bit; slightly
1635	rare; seldom seen
1636	a small amount
1637	minority; small number
1638	young person; teenager
1639	society
1640	degrees Celsius
1641	body; classifier for outfits
1642	deep
1643	ID card
1644	to apply (for something)
1645	even; to the point that
1646	to be born; to give birth; to grow
1647	raw; uncooked
1648	life (living creature)
1649	business
1650	province; to save (money)
1651	to remain; to be left over
1652	to fail; to lose
1653	master; skilled worker
1654	to lose
1655	teachers and students
1656	disappointed
1657	very; extremely
1658	actual; practical
1659	schedule; timetable
1660	actually; in fact
1661	food; foodstuff
1662	cafeteria; dining hall
1663	food
1664	really; honest
1665	intersection; crossroads
1666	to make; to cause
1667	embassy; consulate
1668	to use
1669	market
1670	whether or not
1671	to suit; to fit
1672	century
1673	video
1674	downtown; city center
1675	exam question
1676	to adapt (to)
1677	to charge a fee
1678	income; to take in
1679	to tidy up; to pack
1680	to listen to (radio)
1681	classifier for poems, songs
1682	capital city
1683	first of all
1684	can't stand; unbearable
1685	ticket seller; conductor
1686	to be injured; wounded
1687	to lose (a game, competition)
1688	familiar; ripe; cooked
1689	to be familiar with
1690	summer vacation
1691	number; several
1692	quantity; amount
1693	woods; grove
1694	number; digit; digital
1695	handsome; cool
1696	conveniently; in passing
1697	smooth; without a hitch
1698	sequence; order
1699	way of saying it; statement
1700	to explain; explanation
1701	instruction manual
1702	master's degree
1703	to die; dead
1704	speed
1705	plastic
1706	sour
1707	yogurt
1708	to calculate; to count as
1709	casual; as one pleases
1710	along with; as
1711	granddaughter
1712	grandson
1713	all; every
1714	classifier for machines, vehicles
1715	to lift; to carry
1716	to raise one's head; to look up
1717	attitude
1718	to play (a string instrument)
1719	to talk; to chat
1720	soup
1721	to lie down
1722	classifier for trips
1723	to discuss
1724	annoying; to dislike
1725	characteristic; feature
1726	to mention; to raise (an issue)
1727	to propose; to raise (an issue)
1728	to mention
1729	to provide
1730	to move up (a date); in advance
1731	to remind
1732	medical check-up
1733	body temperature
1734	body weight
1735	to fill in (a form)
1736	condition; requirement
1737	listening ability
1738	listeners; audience
1739	to stop; to park
1740	to park (a car)
1741	parking lot
1742	to stop; to halt
1743	to go through; to connect
1744	to pass (a test); through
1745	to notify; notice
1746	childhood
1747	at the same time
1748	same; similarly
1749	bucket; barrel
1750	painful; ache
1751	to have a headache
1752	picture; diagram; map
1753	picture; photo
1754	soil; earth
1755	to push
1756	to postpone
1757	to launch; to release
1758	to take off (clothes)
1759	socks
1760	to go out (travel)
1761	coat; jacket
1762	complete; completely
1763	good night
1764	dinner
1765	to shop online
1766	often; usually
1767	web page
1768	online friend; netizen
1769	web address; URL
1770	dangerous; danger
1771	to act as; to be
1772	taste; flavor
1773	taste; flavor
1774	hygiene; sanitary
1775	temperature
1776	to smell; to sniff
1777	document; file
1778	article; essay
1779	writing; written language
1780	to pollute
1781	without; not to have
1782	unable to
1783	bored; boring
1784	no matter (what/how)
1785	lunch
1786	to misunderstand; misunderstanding
1787	to inhale; to suck in
1788	western part; the west
1789	tomato
1790	to attract
1791	thin; fine; delicate
1792	careful; attentive
1793	to decrease; to drop
1794	fresh; delicious
1795	fresh flowers
1796	salty
1797	cash
1798	to envy; to admire
1799	online
1800	offline
1801	currently existing; available
1802	fragrant; sweet-smelling
1803	to compare
1804	opposite; contrary
1805	mutual; each other
1806	identical; the same
1807	detailed
1808	to sound; to ring; loud
1809	idea; way of thinking
1810	classifier for items, tasks, clauses
1811	news; message
1812	snack; street food
1813	young man; lad
1814	novel; fiction
1815	small group
1816	effect; result
1817	joke; to laugh at
1818	blood
1819	heart; mind
1820	hard; exhausting; to work hard
1821	mood; frame of mind
1822	signal
1823	information; message
1824	confidence
1825	excited; excitement
1826	star; the stars
1827	to wake up
1828	nature; suffix -ness/-ity
1829	gender; sex
1830	happy; happiness
1831	personality; character
1832	brothers
1833	bear
1834	to repair; to build; to study
1835	to repair; to fix
1836	many; a lot of
1837	tuition fee
1838	college; institute
1839	to press; to push down
1840	pressure; stress
1841	toothpaste
1842	Asia
1843	cigarette; smoke
1844	salt
1845	strict; rigorous
1846	to research; research
1847	graduate student
1848	serious; severe
1849	to perform; to act
1850	to sing (for an audience)
1851	to perform; a performance
1852	glasses; spectacles
1853	in front of one's eyes; now
1854	actor; performer
1855	sunshine
1856	to form (a habit); to develop
1857	appearance; look
1858	to invite; invitation
1859	if
1860	key
1861	perhaps; maybe
1862	night
1863	night; nighttime
1864	leaf
1865	everything; all
1866	already
1867	within; less than
1868	opinion; suggestion
1869	one's whole life
1870	art
1871	thus; therefore
1872	to cause; to give rise to
1873	impression
1874	to win
1875	to win; to gain
1876	to apply for a job
1877	brave; courageous
1878	forever
1879	to be used for
1880	to be used for; to apply to
1881	strength; merit; advantage
1882	humorous; humor
1883	outstanding; excellent
1884	from; by; via; because of
1885	oil
1886	especially
1887	to have fun; to go sightseeing
1888	due to; because
1889	friendly
1890	friendship
1891	interesting; fun
1892	effective; valid
1893	friendship
1894	to have; to possess
1895	happy; pleasant
1896	so; thereupon; as a result
1897	and; with
1898	grammar
1899	to prepare a lesson (before class)
1900	originally; it turns out
1901	to forgive; to excuse
1902	reason; cause
1903	to stay far away from
1904	dean; head of an institution
1905	courtyard; yard
1906	to arrange to meet; approximately
1907	date; appointment
1908	mooncake
1909	to read; reading
1910	month
1911	cloud
1912	to allow; to permit
1913	magazine
1914	once more; again
1915	moreover; besides; to put off
1916	temporary; for now
1917	to pause; to suspend; timeout
1918	breakfast
1919	early morning
1920	responsibility
1921	to increase; to raise
1922	to grow; to increase
1923	to recruit; to hire
1924	to fall asleep; to catch fire
1925	to catch fire
1926	particle meaning 'the one who' or '-er'
1927	real; genuine; really
1928	whole; entire; tidy
1929	whole; entire
1930	to tidy up; to sort out
1931	certificate; proof; ID
1932	normal
1933	just right; just in time; by chance
1934	ID; papers; credentials
1935	to prove; proof; certificate
1936	correct
1937	formal; official
1938	(literary) possessive particle
1939	to support
1940	to pay (money)
1941	after; afterwards
1942	between; among
1943	before; prior to
1944	knowledge
1945	in the middle of; among
1946	to be worth; on duty
1947	to be worth (doing)
1948	direct; immediate
1949	plant
1950	occupation; profession
1951	finger; to point at
1952	to point out
1953	to have no choice but to
1954	tissue; paper towel
1955	quality
1956	at least
1957	Chinese food
1958	middle age
1959	to plant; to grow
1960	heavy; serious
1961	key point; to focus on
1962	to value; to take seriously
1963	surroundings; around
1964	idea; plan
1965	to wish (sb well)
1966	to congratulate
1967	famous
1968	specially; specialized
1969	major; specialty; professional
1970	to turn; to change direction
1971	to forward; to repost
1972	to change planes; a turn for the better
1973	to earn; to make money
1974	to install; to pretend; to pack
1975	accurate; to allow; definitely
1976	accurate; precise
1977	on time; punctual
1978	data; material; information
1979	careful; attentive
1980	self; from; since
1981	nature; natural; naturally
1982	to study on one's own
1983	self-confident; confidence
1984	to teach oneself; self-study
1985	to sum up; a summary
1986	to rent
1987	group; team; to organize
1988	final; ultimate; in the end
1989	to respect
1990	approximately; left and right
1991	seat; classifier for large structures
1992	way of doing something; method
1993	author; writer
1994	to dream
1995	a work (of art, literature)
1996	to act as; as; in the capacity of
1997	seat
1998	to write an essay; essay
1999	function; effect; role
2000	author; writer
2001	hey!; interjection of surprise
2002	oh!; wow (interjection of surprise)
2003	sigh; oh dear (interjection)
2004	to cherish; to take care of
2005	calm; peaceful; safe
2006	seat belt
2007	to comfort; to console
2008	to install
2009	dark; secret; hidden
2010	to stay up late
2011	to grasp; confidence; certainty
2012	white; in vain
2013	midnight; in the night
2014	evening; dusk
2015	package; parcel; to wrap up
2016	to contain; to include
2017	to include
2018	to package; packaging
2019	thin
2020	treasure; precious
2021	to protect; to guarantee
2022	security guard; to ensure safety
2023	treasure; darling; baby
2024	to keep; to maintain
2025	to preserve; to save
2026	valuable; precious
2027	to keep; to retain
2028	insurance; safe; secure
2029	shelf life; expiration date
2030	to check in; to report for duty
2031	to report (news); a news report
2032	report; to report; a talk
2033	to call the police; to sound an alarm
2034	rainstorm; torrential rain
2035	to complain
2036	the back; to recite from memory
2037	behind; at the back
2038	background
2039	quilt; blanket
2040	this; original; originally
2041	local; this area
2042	skill; ability
2043	myself; the person in question
2044	essence; nature
2045	each other
2046	score (of a game)
2047	proportion; ratio
2048	metaphor; to compare to
2049	certainly; must
2050	after all
2051	to avoid
2052	closing ceremony
2053	inevitable; certain
2054	essential; indispensable
2055	necessary
2056	convenient; then (literary)
2057	to change; to fluctuate
2058	convenient
2059	convenience store
2060	title; headline
2061	sign; symbol; to symbolize
2062	to express
2063	surface; outward appearance
2064	to make clear; to indicate
2065	facial expression
2066	to leave; to part (from)
2067	flatbread; cake; cookie
2068	hospital ward
2069	patient's condition
2070	to dial; to call
2071	glass
2072	museum
2073	unfavorable; disadvantageous
2074	unfortunate; misfortune
2075	it doesn't matter; not serious
2076	to supplement; to add
2077	extremely; terribly (serious)
2078	inconsistent; not matching
2079	bad; harmful; unhealthy
2080	otherwise; or else
2081	to walk; to go on foot
2082	insufficient; not enough
2083	talent; ability
2084	referee; umpire; to judge
2085	to interview
2086	to adopt (a measure); to take
2087	color; multicolored
2088	to adopt; to use
2089	to consult; for reference
2090	food and beverage; catering
2091	to participate; to take part
2092	to hide; to store
2093	to operate
2094	classifier for books
2095	to measure; to survey
2096	to test; a test
2097	once; before (past-tense marker)
2098	once; formerly; ever (in the past)
2099	to insert; to stick in
2100	difference; distinction
2101	gap; disparity
2102	fork
2103	to tear down; to take apart
2104	to produce
2105	output; yield
2106	product; goods
2107	industry
2108	strong point; strength
2109	length
2110	long-lasting; long-term
2111	long-term; long time
2112	common sense
2113	to try; to attempt
2114	long-distance
2115	long-term; far-reaching
2116	place; location
2117	to exceed; to surpass
2118	to exceed; to go beyond
2119	super; ultra
2120	to speed; to exceed the limit
2121	facing; towards
2122	noisy; to quarrel
2123	to stir-fry; to fire (sb)
2124	car accident
2125	garage
2126	vehicle
2127	train car; carriage
2128	car owner
2129	thorough; complete
2130	to sink; heavy
2131	silent; taciturn
2132	to weigh
2133	to call; to name
2134	to be called; to be known as
2135	to praise; to commend
2136	cost (of production)
2137	to undertake; to assume
2138	degree; extent; level
2139	ingredient; component
2140	achievement; result
2141	achievement; to achieve
2142	to establish; to found
2143	to become an adult
2144	urban area; city district
2145	adult
2146	to admit; to recognize
2147	to bear; to endure
2148	mature; ripe
2149	flight/train attendant
2150	procedure; computer program
2151	member
2152	to grow up; growth
2153	orange (fruit)
2154	pond; pool
2155	to continue; to last
2156	ruler (for measuring)
2157	wing
2158	to rinse; to rush
2159	to charge (a battery)
2160	sufficient; full
2161	to be full of
2162	to top up (a card, account)
2163	sufficient; abundant
2164	to repeat
2165	insect; bug
2166	pet
2167	to draw out; to pull out
2168	ugly
2169	smelly; stinky
2170	at first; beginning
2171	to publish
2172	junior; beginner level
2173	initial stage; early period
2174	outstanding; remarkable
2175	to sell; to offer for sale
2176	to attend (a meeting, event)
2177	to come from
2178	Lunar New Year's Eve
2179	to get along with; to handle
2180	to handle; to deal with
2181	to be in (a state, condition)
2182	place; part; office
2183	to pass on; to spread
2184	to spread; to disseminate
2185	to pass on; to transmit
2186	legend; folktale
2187	tradition; traditional
2188	windowsill
2189	bed sheet
2190	innovation; to innovate
2191	to start a business
2192	to create
2193	to create (a work); a creation
2194	vocabulary
2195	to resign (from a job)
2196	after this; from now on
2197	before this; previously
2198	now; at this moment
2199	to stimulate; exciting
2200	never
2201	thus; thereby
2202	in the past; once
2203	to engage in; to undertake
2204	to promote; to boost
2205	to prompt; to spur
2206	to promote sales
2207	to urge; to hurry (sb)
2208	to store; to deposit
2209	savings; to deposit money
2210	to exist
2211	measure; step (taken)
2212	to reach (an agreement)
2213	to dress up; to decorate
2214	to pack up; to box up
2215	to interrupt
2216	to break; to smash
2217	to ask about; to inquire
2218	bold; daring
2219	mostly; for the most part
2220	conference; general assembly
2221	vigorously; energetically
2222	older woman; auntie
2223	rice (uncooked)
2224	brain
2225	a large quantity of
2226	large building; tower
2227	major event; big deal
2228	elephant
2229	large-scale
2230	elderly man; uncle
2231	greater than
2232	the public; the masses
2233	generation; to replace
2234	representative; to represent
2235	to drive; to spur on
2236	to replace; to substitute
2237	pay; treatment; benefits
2238	single; only; alone
2239	alone; by oneself
2240	to serve as; to hold (a post)
2241	single; sole
2242	unit (of a building, book)
2243	timid; cowardly
2244	bland; light (in taste, color)
2245	local
2246	back then; in those days
2247	current; at present
2248	among; in the middle
2249	to block; to obstruct
2250	to regard as; to treat as
2251	to regard as; to take to be
2252	to treat as; to regard as
2253	to fall down; to collapse
2254	director; to direct (a film)
2255	to lead to; to cause
2256	to arrive; to reach
2257	reason; sense; logic
2258	to expire; to fall due
2259	to climb; to mount
2260	lighting; light
2261	to register
2262	to log in
2263	to wait; to wait for
2264	to wait for
2265	to equal; to be equal to
2266	to bow one's head; to yield
2267	really; indeed
2268	enemy
2269	to hand over; to pass
2270	geography
2271	ground; floor; surface
2272	region; area
2273	status; position
2274	underground
2275	earthquake
2276	snack; pastry; dim sum
2277	to like (on social media)
2278	battery
2279	electric; battery-powered
2280	electrical appliance
2281	e-commerce
2282	TV station
2283	digital edition; e-version
2284	to transfer; to move
2285	to research; to survey
2286	regular; periodic
2287	to lose (an item)
2288	to freeze
2289	hole; cave
2290	animation; cartoon
2291	touching; moving
2292	to get to work; to touch
2293	tofu
2294	soy milk
2295	independent; to stand alone
2296	unique; distinctive
2297	pronunciation
2298	alone; by oneself
2299	to block (a road, pipe)
2300	degree; to spend (time)
2301	shortcoming; weakness
2302	short-term
2303	to break; to snap
2304	pile; heap; to pile up
2305	to contrast; contrast
2306	to treat (sb, sth)
2307	opponent; rival
2308	team; troops; queue
2309	target; boyfriend/girlfriend
2310	ton (unit of weight)
2311	classifier for flowers, clouds
2312	to hide; to dodge
2313	children; sons and daughters
2314	second-hand; used
2315	QR code
2316	to publish; to issue
2317	to release; to announce
2318	developed; to develop
2319	to bring out; to display
2320	to invent; invention
2321	to initiate; to launch
2322	to speak up; a statement
2323	pronunciation; to pronounce
2324	to punish; to fine
2325	fine (penalty); to fine
2326	court (of law)
2327	to flip over; to translate
2328	tomato
2329	prosperous; booming
2330	opposite; to oppose
2331	instead; on the contrary
2332	repeatedly; over and over
2333	to return; to go back
2334	reaction; to react
2335	to reflect; to report
2336	anyway; in any case
2337	scope; range
2338	square; direction
2339	plan; proposal
2340	to guard against; to prevent
2341	house; building
2342	to prevent; to avoid
2343	as if; seemingly
2344	to visit
2345	to fly; flight
2346	pilot
2347	Africa
2348	to separate; separately
2349	distributed; spread out
2350	one after another
2351	to classify; to sort
2352	to separate
2353	to distribute; to assign
2354	to break up; to split up
2355	to analyze; analysis
2356	to share
2357	to strive; to struggle
2358	rich and colorful
2359	style
2360	crazy; frenzied
2361	custom; tradition
2362	risk; hazard
2363	to deny; negative
2364	to deny
2365	married couple
2366	to support; to help up
2367	good fortune; blessing
2368	clothing; costume
2369	classifier for pairs, sets
2370	rich; wealthy
2371	to pay; to put in (effort)
2372	burden; to bear (a cost)
2373	woman
2374	wealthy; rich in
2375	to copy; to duplicate
2376	reform; to reform
2377	to improve
2378	to improve
2379	another day; some other time
2380	to correct; to fix
2381	lid; cover; to cover
2382	to summarize; to sum up
2383	concept; idea
2384	to dare to; to be bold
2385	just right; exactly
2386	tall; towering
2387	high-grade; upscale
2388	height; altitude
2389	advanced; high-level
2390	high technology
2391	efficient
2392	to do; to make (informal)
2393	to say goodbye; to leave
2394	song lyrics
2395	song
2396	to separate; apart
2397	especially; extra
2398	just a few; individual
2399	all trades; every profession
2400	individual; personal
2401	personality
2402	each; respectively
2403	root; classifier for slender objects
2404	basic; fundamental
2405	to replace
2406	to update
2407	to announce; to publish
2408	engineering; project
2409	engineer
2410	tool; instrument
2411	function
2412	fair; impartial
2413	civil servant
2414	to congratulate; congratulations
2415	industry
2416	arts and crafts
2417	apartment building
2418	to contribute; a contribution
2419	to share
2420	to communicate
2421	to form; to constitute
2422	ancient; old
2423	drum; to beat a drum
2424	ancient times
2425	ancient; age-old
2426	to applaud; to clap
2427	to fix; fixed
2428	hometown
2429	to register (e.g. at a clinic)
2430	strange; odd
2431	to close; to shut down
2432	to observe
2433	point of view
2434	concept; notion
2435	champion
2436	to visit (honorific)
2437	bright; light
2438	light; a light ray
2439	wide; broad
2440	public square; plaza
2441	vast; extensive
2442	wide; extensive
2443	pattern; law (of nature)
2444	scale; scope
2445	rule; regulation
2446	your surname? (polite)
2447	cupboard; cabinet
2448	to roll; Get lost!
2449	pot; pan; wok
2450	traditional Chinese painting
2451	National Day
2452	sure enough; as expected
2453	fruit; results (of effort)
2454	excessive
2455	excessive; going too far
2456	allergic
2457	to expire; overdue
2458	excessively; too
2459	ha! (laughter)
2460	customs (border checkpoint)
2461	overseas
2462	seafood
2463	to contain
2464	content (amount contained)
2465	to contain
2466	sweat
2467	line of business; a row
2468	industry; trade
2469	positive review
2470	good luck
2471	to improve; to get better
2472	to be fond of; to like
2473	curious
2474	to combine; to fit together
2475	legal; lawful
2476	boxed meal
2477	reasonable; rational
2478	river
2479	contract
2480	group photo
2481	to cooperate
2482	black; dark
2483	red
2484	monkey
2485	thickness
2486	consequences
2487	to ignore; to neglect
2488	to breathe
2489	lake
2490	butterfly
2491	alley; lane
2492	to interact
2493	outdoors
2494	to spend (time or money)
2495	slippery; to slide
2496	to row (a boat)
2497	-ize; to change into
2498	phone bill
2499	scene; picture
2500	topic
2501	chemistry
2502	part (of a process); link
2503	to relieve; to ease
2504	slow
2505	cucumber
2506	gold
2507	gray; ash
2508	to wave
2509	to recover; to restore
2510	gray; pessimistic
2511	to recycle
2512	exchange rate
2513	wedding ceremony
2514	classifier for groups (of people)
2515	partner; companion
2516	hotpot
2517	or; either one or the other
2518	goods; merchandise
2519	perhaps; maybe
2520	organization; agency
2521	intense; fierce
2522	machine
2523	robot
2524	muscle
2525	and; up to
2526	level; grade
2527	to gather; classifier for episodes
2528	disease; illness
2529	to pass (an exam)
2530	to gather; to assemble
2531	about to; soon
2532	hastily
2533	extremely
2534	collective; group
2535	to urgently need
2536	emergency treatment (medical)
2537	to concentrate; focused
2538	to squeeze; crowded
2539	to tie; to fasten
2540	quarter (of a year)
2541	to record; a record
2542	a record
2543	documentary (film)
2544	skill
2545	to commemorate; a keepsake
2546	anniversary
2547	to calculate
2548	computer
2549	to remember; memory
2550	to record (in writing)
2551	honored guest
2552	household appliance
2553	to process (materials)
2554	to heat
2555	to deepen
2556	to accelerate
2557	housework
2558	first (in a list); "A"
2559	if
2560	frame; classifier for planes
2561	to drive; to pilot
2562	driver's license
2563	value; worth
2564	difficult; arduous
2565	strong; resilient
2566	to pick up
2567	to cut (with scissors)
2568	scissors
2569	to lose weight
2570	résumé; CV
2571	simply; really
2572	to build; to establish
2573	key (on a keyboard)
2574	gradually
2575	to establish
2576	keyboard
2577	to build; to develop
2578	to construct
2579	building; to construct
2580	almost; nearly
2581	to speak; a speech
2582	to be particular about
2583	to reward; a reward
2584	to narrate; to tell
2585	lecture (series)
2586	precipitation (rain or snow)
2587	to water (plants)
2588	to exchange; to swap
2589	to associate with
2590	to trade; a transaction
2591	footstep
2592	angle; point of view
2593	compared to; relatively
2594	teaching material
2595	to contact; to touch
2596	to receive (guests)
2597	stage; phase
2598	to approach
2599	to receive
2600	knot; to tie
2601	structure
2602	to combine; to integrate
2603	conclusion
2604	to save (time or money)
2605	classifier for events, years
2606	today
2607	tight; urgent
2608	urgent
2609	as soon as possible
2610	as much as possible
2611	closely knit; inseparable
2612	cautious; prudent
2613	progress; to improve
2614	modern times (history)
2615	to import; entrance
2616	to try one's best
2617	in recent years
2618	recently; soon
2619	recently; these days
2620	further; a step further
2621	classic; the classics
2622	energy; vigor
2623	energy; spirit; lively
2624	pleasant surprise
2625	to run (a business)
2626	quiet; still
2627	bar (for drinks)
2628	ancient; long ago
2629	to save; to rescue
2630	ambulance
2631	to get a job; employment
2632	resident
2633	unexpectedly
2634	to reside; to live
2635	tangerine
2636	according to; based on
2637	distance; apart from
2638	to possess; to have
2639	theater
2640	huge; enormous
2641	it is said that
2642	concrete; specific
2643	to have; to possess
2644	to donate
2645	absolute; absolutely
2646	the finals (of a contest)
2647	role; character
2648	determination
2649	to develop (a resource)
2650	to open; open (to public)
2651	to open (an event)
2652	opening ceremony
2653	boiled water
2654	to open (a service or line)
2655	to open for business
2656	to launch; to carry out
2657	to look after; to watch
2658	to visit (a person)
2659	to regard as
2660	to rely on; to lean against
2661	to approach; to draw near
2662	classifier for small round things
2663	scientific research
2664	it is clear that; visible
2665	reliable
2666	scary; terrible
2667	to overcome
2668	customer service
2669	objective; impartial
2670	client; customer
2671	space; room
2672	in the sky; in the air
2673	to control
2674	pocket; bag
2675	taste; flavor
2676	warehouse; storehouse
2677	wide; broad
2678	width
2679	to lose money; luckily
2680	insect
2681	to expand; to enlarge
2682	source; origin
2683	labor; physical work
2684	ordinary people
2685	boss
2686	husband (informal)
2687	maternal grandmother
2688	wife (informal)
2689	maternal grandfather
2690	optimistic
2691	joy; delight
2692	tears
2693	kind; type; category
2694	tears; teardrops
2695	similar; analogous
2696	type; category
2697	pear
2698	to divorce
2699	centimeter
2700	to resign; to leave a job
2701	theory; to argue
2702	inside; interior
2703	reason; justification
2704	power; strength
2705	immediately
2706	immediately; at once
2707	strength; power
2708	profit
2709	benefit; interest
2710	to use; to make use of
2711	to unite; joint
2712	to connect; to link
2713	promptly; right away
2714	continuous; in a row
2715	complexion; look on one's face
2716	to be in love; romance
2717	good; favorable
2718	grain; food
2719	quantity; amount
2720	amazing; terrific
2721	train
2722	temporary; last-minute
2723	bell
2724	flexible; agile
2725	collar; to lead
2726	necktie
2727	to lead; leader
2728	to receive; to collect
2729	to lead; to be ahead
2730	field; domain
2731	to order; command
2732	to spread; to circulate
2733	flu
2734	to browse; to skim
2735	to leave a message
2736	dragon
2737	to leak; to miss
2738	to record
2739	dry land
2740	to admit; to hire
2741	passer-by; stranger
2742	route; itinerary
2743	one after another
2744	to record (audio)
2745	travel agency
2746	paper; thesis
2747	logic
2748	to scold; to curse
2749	business; trade
2750	to satisfy; content
2751	busy
2752	writing brush
2753	flaw; problem
2754	conflict; contradiction
2755	no way; can't help it
2756	rose (flower)
2757	media
2758	art; fine arts
2759	delicious food
2760	charm; charisma
2761	outpatient clinic
2762	fan; to be crazy about
2763	to get lost
2764	secret
2765	close; closely related
2766	secretary
2767	side; aspect
2768	area (size)
2769	to face; to confront
2770	to face; oriented towards
2771	to describe
2772	sensitive
2773	name (of a thing)
2774	famous brand
2775	business card
2776	clear; to clarify
2777	obvious; clear
2778	star; celebrity
2779	life; fate
2780	fate; destiny
2781	to touch; to feel
2782	vague; blurry
2783	pattern; mode
2784	unfamiliar; strange
2785	some; a certain
2786	gaze; look in eyes
2787	wood; log
2788	even if; even though
2789	rare; hard to come by
2790	difficulty
2791	hard to; difficult to
2792	man; male
2793	noisy; to make a fuss
2794	alarm clock
2795	internal; inside
2796	capable; competent
2797	start of the year
2798	era; decade
2799	age
2800	New Year's Eve dinner
2801	to read aloud; to study
2802	jeans
2803	strong; concentrated
2804	farmer
2805	agriculture; farming
2806	woman; female
2807	oh (interjection)
2808	Europe
2809	by chance; occasional
2810	to shoot (photo/film)
2811	to arrange in order
2812	to send; to dispatch
2813	local police station
2814	track; runway
2815	to compensate for loss
2816	to accompany
2817	to train
2818	to cultivate; to train
2819	to match; to pair
2820	to coordinate; cooperate
2821	to deliver (goods)
2822	basin; pot
2823	to touch; to bump into
2824	to run into; to meet
2825	classifier for batches
2826	to criticize; to approve
2827	to approve; to ratify
2828	classifier for horses/cloth
2829	to cheat; to deceive
2830	to put together; to spell
2831	pinyin (phonetic system)
2832	product; item
2833	brand name
2834	quality; character
2835	variety; breed
2836	to hire; to engage
2837	flat; even; level
2838	to comment; to judge
2839	to rely on; based on
2840	safe and sound
2841	balance; to balance
2842	to evaluate; evaluation
2843	to rely on; by means of
2844	calm; tranquil
2845	average
2846	screen (device)
2847	platform
2848	to destroy; to damage
2849	to spread widely; popular
2850	to look forward to; expect
2851	period of time; during
2852	neat; even; together
2853	his; her; its; their
2854	miracle; wonder
2855	the rest; the others
2856	company; enterprise
2857	balloon
2858	gasoline
2859	to sign (one's name)
2860	to sign (a contract)
2861	to sign; signature
2862	to sign (a document)
2863	to advance; go forward
2864	to come (formal)
2865	future prospects
2866	to go to; to head for
2867	shallow; light (color)
2868	to owe; to lack
2869	wall
2870	powerful; strong
2871	to emphasize; to stress
2872	intensity; strength
2873	strong; intense
2874	to grab; to rob
2875	to rescue
2876	quietly; secretly
2877	to cut; to slice
2878	close; to kiss
2879	dear; beloved
2880	friends and family
2881	warm; friendly
2882	family love; affection
2883	close relative; family
2884	personally; in person
2885	hardworking; diligent
2886	green; blue
2887	easily; rashly
2888	seriousness; severity
2889	emotion; feeling
2890	scene; situation
2891	mood; feeling
2892	to ask for advice
2893	to request; a request
2894	poor
2895	trend; tendency
2896	area; region
2897	to pass away; to die
2898	power; right; authority
2899	right (entitlement)
2900	with all one's strength
2901	all-around; comprehensive
2902	all; entire
2903	brand-new
2904	to advise; to persuade
2905	to lack; to be short of
2906	to ensure; to guarantee
2907	certain; to determine
2908	to confirm; to verify
2909	group; crowd
2910	group; community
2911	to burn; to combust
2912	to wind; to go around
2913	to love deeply
2914	heat; calorie value
2915	warm; enthusiastic
2916	enthusiastic; warm-hearted
2917	talent; talented person
2918	artificial; manpower
2919	interpersonal
2920	population
2921	humanity; mankind
2922	manpower; labor
2923	the people
2924	Renminbi (Chinese currency)
2925	crowd
2926	human body
2927	person; figure
2928	to bear; to endure
2929	to recognize; to admit
2930	calendar
2931	daily necessities
2932	like; as; such as
2933	like this; so
2934	how; in what way
2935	nowadays; now
2936	like; as
2937	as follows
2938	soft; flexible
2939	software
2940	weak
2941	to sprinkle; to spill
2942	competition field
2943	color; tint
2944	desert
2945	sand
2946	foolish; silly
2947	to dry in the sun
2948	to delete
2949	to fan; to slap
2950	to delete; to cancel
2951	mountain area
2952	to be good at
2953	kind; good-hearted
2954	to be good at; adept
2955	fan (hand-held)
2956	injury; to injure
2957	to harm; to injure
2958	merchant; business
2959	merchant; businessman
2960	business affairs
2961	business; commerce
2962	to reward; to appreciate
2963	to upload
2964	to rise; to go up
2965	up and down; or so
2966	to rise (price, level)
2967	to burn; fever
2968	barbecue
2969	snake
2970	reluctant to part with
2971	willing to part with
2972	equipment; facilities
2973	to design; design
2974	to set up; to establish
2975	community
2976	facilities
2977	photography
2978	to set up; to install
2979	to stretch; to extend
2980	figure; body build
2981	depth
2982	identity; status
2983	deep; profound
2984	profound; deep
2985	to go deep; thorough
2986	far-reaching; profound
2987	myth; legend
2988	mysterious
2989	to rise; to ascend
2990	to produce; to manufacture
2991	to survive; to exist
2992	vivid; lively
2993	to upgrade
2994	to heat up; to intensify
2995	organism; living thing
2996	Chinese zodiac animal
2997	to grow; to grow up
2998	to save; to economize
2999	province
3000	provincial capital
3001	to win; to defeat; to beat
3002	victory; to win
3003	poem; poetry
3004	wet; damp
3005	to break up (romantically)
3006	to have insomnia
3007	poet
3008	mistake; to slip up
3009	to be unemployed
3010	time difference; jet lag
3011	often; frequently
3012	era; age; time period
3013	to practice; to carry out
3014	moment; constantly
3015	strength; power
3016	period; phase
3017	to implement; to carry out
3018	stone; rock
3019	to intern; internship
3020	to achieve; to realize
3021	to implement; to carry out
3022	experiment; to experiment
3023	laboratory
3024	practical; functional
3025	edible; to eat
3026	to make; to cause
3027	all along; from start to end
3028	-style; -type (suffix)
3029	suitable; appropriate
3030	like; as if (after a noun)
3031	accident
3032	event; incident
3033	exam paper; test paper
3034	city resident; citizen
3035	fact
